10655,805,1
16761,715,2
28263,383,1
27856,116,1
27371,376,2
31523,761,0
31516,0,0
38193,157,1
38470,627,2
43167,396,0
42951,658,0
48255,87,1
48510,81,1
48786,96,1
47997,216,1
47756,361,1
56141,461,1
58292,656,1
58412,563,1
58496,488,1
63601,15,2
65996,358,2
69717,623,0
82782,386,0
82469,267,1
92062,402,2
101483,760,1
102028,756,0
111912,56,0
117496,397,2
118294,767,1
116711,17,1
116733,418,1
123859,727,0
135579,116,2
143406,632,2
143416,41,1
149221,456,1
153959,715,2
163708,392,2
163702,283,0
163697,143,0
166843,501,0
166843,621,0
166847,746,0
178247,728,0
188219,368,1
187746,168,1
175183,415,0
175167,77,1
185828,660,2
186071,671,1
194693,418,0
202180,676,2
205331,190,1
210397,381,0
211525,367,2
211208,737,1
220061,380,1
222845,125,1
223551,76,1
230661,371,0
231448,106,0
231457,676,2
236996,703,1
242199,336,1
242198,680,1
242201,26,2
251004,145,2
252758,746,0
252731,402,2
252749,593,1
253017,592,1
252997,397,2
253003,755,0
259642,350,0
111816,717,0
132167,120,0
132155,310,1
258627,410,0
258612,687,0
258280,151,1
259084,140,0
258607,138,1
268418,687,0
275903,701,0
278669,155,2
278980,696,0
282341,348,0
286800,133,0
288969,392,1
299413,738,0
304080,197,2
309650,408,0
310008,106,0
314673,365,1
313902,140,1
322963,118,1
322737,147,2
323189,128,1
323402,163,0
325152,147,0
325135,436,1
329974,397,1
330334,145,2
332709,373,2
272808,205,2
291300,130,2
343803,370,2
343096,123,2
347439,368,2
357971,396,2
364717,640,2
383755,167,2
397713,387,2
406918,188,2
418317,412,2
423138,155,2
423308,366,2
423580,437,2
425943,662,2
432199,156,2
431430,110,2
434566,420,2
439929,633,2
439687,86,2
445886,667,2
445108,650,2
451538,400,2
451529,646,2
473228,133,2
481467,386,0
493334,380,0
509252,632,0
517335,728,0
519800,150,0
527382,747,0
527483,636,1
527599,533,1
527718,423,2
532409,385,0
535141,130,1
535516,381,0
535156,665,2
543438,120,0
543734,386,0
549402,660,1
556398,352,2
556405,105,2
565480,676,0
568235,493,0
578075,117,1
577773,378,2
583231,103,0
583496,376,0
586853,393,0
586841,662,0
586432,58,0
597861,426,1
407497,430,2
415918,367,2
415950,152,0
426611,695,1
508018,116,1
575054,136,1
603054,127,2
603057,417,2
605454,143,0
605685,320,0
606024,122,1
606191,523,2
615796,671,0
620937,683,0
620925,33,1
633845,73,0
638682,698,0
640144,635,0
644918,122,0
645868,703,0
647277,735,2
656697,421,2
657169,148,2
661393,660,2
665826,388,2
668173,98,2
668181,718,2
668981,413,2
679174,395,2
679539,108,2
691998,416,0
691363,400,0
692701,431,0
695795,150,2
703241,730,2
704796,141,1
705123,396,1
708089,457,2
708346,708,1
707486,688,0
712352,123,1
717787,135,2
717027,377,1
720623,410,0
721469,370,0
720579,8,0
721444,35,1
721030,373,2
724509,642,0
729687,155,0
736863,650,1
738348,111,1
738352,388,2
742254,781,0
744221,460,0
744227,783,0
750599,701,2
752975,383,0
760809,426,0
760818,533,0
760830,636,2
760834,733,1
763669,42,1
763676,132,1
763675,195,2
763673,275,2
763668,351,1
763676,423,0
766428,387,0
770326,396,1
769424,396,0
773534,643,0
777425,151,1
777628,345,2
778469,741,1
778647,560,1
778913,741,1
781189,381,0
784523,655,2
784531,190,1
790743,371,0
790154,395,1
791202,672,1
796642,333,2
797150,757,0
801436,750,0
801092,128,0
807990,765,0
807419,96,1
810948,386,2
810722,42,2
811137,68,1
811396,377,1
812489,121,1
818028,366,1
820999,523,2
820547,685,2
820792,425,2
821079,732,0
825179,377,2
829853,637,0
832052,645,1
831487,652,1
839740,641,1
840072,662,1
842074,648,1
842481,661,1
845668,128,2
844499,123,0
846835,421,0
846324,408,0
849107,727,0
849517,746,0
851919,390,0
851900,688,0
854711,761,0
855930,142,0
857835,762,0
861460,401,0
861407,156,1
866107,696,1
95857,413,2
95175,112,0
109494,121,0
120726,403,0
184590,387,0
209747,350,0
226836,362,0
271445,193,2
284662,158,2
296208,341,1
300613,100,1
308537,143,1
