6123,716,1
11816,696,1
18025,277,1
17905,183,1
17913,262,1
17915,351,1
17920,416,1
17910,507,1
17830,541,1
17698,541,1
17657,477,1
17757,416,1
17886,415,1
18032,437,1
18166,493,1
18166,247,1
18998,227,1
19099,211,1
18496,147,1
18581,160,1
18640,182,1
18380,356,1
18515,338,1
18665,332,1
18758,373,1
18679,448,1
18640,511,1
18475,535,1
19187,211,1
19261,243,1
19196,301,1
18885,460,1
19013,480,1
19080,495,1
19235,486,1
19521,180,1
19666,171,1
23735,477,1
23754,745,1
34546,326,1
34810,385,1
35099,280,1
35347,392,1
35675,255,1
19712,163,1
19427,318,1
19491,345,1
19590,268,1
19676,228,1
19625,350,1
19752,350,1
19588,417,1
19558,483,1
19737,493,1
28995,340,1
28942,331,1
29045,332,1
35968,303,1
36271,540,1
40688,258,1
40500,231,1
40858,240,1
40652,718,1
45641,727,1
45816,730,1
45992,733,1
45812,348,1
52685,308,1
52998,292,1
53331,280,1
65458,180,1
65575,175,1
65738,155,1
65757,231,1
65695,313,1
65618,386,1
65550,55,1
65508,158,1
65438,282,1
65928,41,1
66003,133,1
65285,187,1
66206,32,1
66027,212,1
66240,92,1
66470,42,1
66496,105,1
67270,63,1
67178,131,1
67050,181,1
66978,236,1
67162,210,1
66908,273,1
67301,196,1
67367,255,1
67405,323,1
67565,297,1
68261,110,1
68238,195,1
68245,273,1
68548,150,1
68661,143,1
68781,145,1
68660,31,1
68658,121,1
68611,228,1
68472,280,1
68656,275,1
69003,75,1
69060,137,1
68696,381,1
70290,196,1
70402,12,1
70403,175,1
70496,151,1
70442,208,1
70403,247,1
70341,308,2
70267,365,2
70357,352,0
70465,313,1
70553,262,1
70632,237,2
70711,171,2
70727,208,0
70743,277,1
70765,307,0
70815,375,0
70887,393,1
70972,347,2
70407,52,0
70405,137,0
70401,198,1
70401,317,0
70395,436,1
73950,632,0
82659,445,1
87841,621,1
92346,598,1
94393,750,1
97567,510,1
99676,702,1
102067,372,1
101875,488,1
106325,616,1
106466,680,1
110510,237,1
110625,251,1
110698,247,1
110508,372,1
110661,367,1
111060,387,1
111261,371,1
119283,747,1
119296,655,1
125313,235,1
125488,285,1
125228,431,1
127002,595,1
127140,732,1
126787,737,1
130511,393,1
131143,730,1
138432,668,1
138621,707,1
140256,442,1
140011,731,1
149372,197,1
154960,196,1
158791,173,2
161310,220,2
166312,195,2
171375,217,2
173525,208,2
175766,207,0
176915,278,0
177150,258,0
177413,253,0
177300,70,2
177296,162,0
177297,265,0
177293,355,0
177243,837,0
177121,441,0
177012,513,0
176875,667,2
177303,443,2
177320,566,1
177315,695,1
177108,817,1
179540,305,1
179562,440,1
179732,203,1
179908,193,2
180030,203,0
180171,227,0
180161,341,0
180122,435,0
179796,867,0
179962,655,0
185457,301,0
21345,688,0
28540,690,0
64628,693,0
82296,701,0
53007,813,0
61003,800,0
60856,838,0
60688,835,0
60817,183,0
68123,352,0
68128,410,0
68378,360,0
68445,443,0
68783,302,0
68885,381,0
69293,67,0
69072,211,0
69357,157,0
69581,10,0
69635,75,0
70220,197,0
70351,163,0
70450,153,0
70301,272,0
70263,300,0
70195,365,0
70360,336,0
70503,268,0
70322,176,0
70333,235,0
70317,476,0
76553,307,0
76569,637,2
79748,651,2
79751,358,2
80438,697,2
81071,363,1
83906,741,1
83628,448,1
84440,742,1
92035,706,1
93891,711,1
99967,702,1
101391,340,1
105895,676,1
110791,245,1
110881,236,1
111025,245,1
111153,243,1
110773,371,1
110895,378,1
110429,501,1
110568,501,1
110690,500,1
110826,501,1
110973,506,1
111153,500,1
137655,710,1
149492,465,1
154573,470,1
162143,455,1
165733,206,1
170590,162,1
173208,435,1
179986,521,2
179836,768,2
182612,220,0
182603,335,2
182605,446,2
183086,148,1
183105,223,1
183101,362,2
183073,486,1
183057,600,2
182993,698,2
182887,813,2
182777,873,2
194243,696,2
193582,651,1
195818,705,1
195935,665,1
197049,585,1
197149,523,0
198843,677,0
200585,411,1
200680,655,1
200751,738,1
104502,87,2
104318,85,2
115265,85,2
134029,67,2
155682,26,2
